Wall time,Step,Value
1695683506.7822778,0,169.58779907226562
1695683510.0475173,1,128.32366943359375
1695683513.3489063,2,143.60125732421875
1695683516.5868814,3,48.22727966308594
1695683519.853942,4,100.8706283569336
1695683523.1839716,5,31.73124122619629
1695683526.4660666,6,22.431825637817383
1695683529.8197725,7,28.063703536987305
1695683533.4297314,8,42.16396713256836
1695683536.7251096,9,23.997072219848633
1695683540.2101276,10,46.315914154052734
1695683543.951145,11,21.085535049438477
1695683547.2360654,12,30.805177688598633
1695683550.5339243,13,19.431116104125977
1695683553.8065178,14,21.336196899414062
1695683557.2486522,15,32.70526123046875
1695683560.8247418,16,30.80284309387207
1695683564.2455366,17,22.517868041992188
1695683567.537324,18,39.67028045654297
1695683570.8532062,19,32.163330078125
1695683574.2216606,20,22.171836853027344
1695683577.538359,21,24.111478805541992
1695683580.8488493,22,35.190277099609375
1695683584.094251,23,31.424514770507812
1695683587.5572522,24,23.55182456970215
1695683590.8559115,25,20.997615814208984
1695683594.1135502,26,17.393644332885742
1695683597.5316753,27,12.771306037902832
1695683600.966495,28,13.943422317504883
1695683604.4545822,29,15.400094985961914
1695683608.2432249,30,19.482378005981445
1695683611.6277351,31,19.72736930847168
1695683614.916349,32,15.316741943359375
1695683618.2902744,33,32.18614959716797
1695683621.554409,34,19.141456604003906
1695683624.8250337,35,17.410560607910156
1695683628.1183004,36,13.851430892944336
1695683631.5392418,37,15.362062454223633
1695683634.878294,38,18.49032211303711
1695683638.3298643,39,14.67701244354248
1695683641.6122463,40,18.66718101501465
1695683644.908063,41,12.52535629272461
1695683648.17196,42,13.069875717163086
1695683651.4212368,43,17.996864318847656
1695683654.6946454,44,15.058493614196777
1695683657.905104,45,19.962635040283203
1695683661.1768668,46,15.837004661560059
1695683664.4464567,47,15.62950611114502
1695683667.677727,48,20.265920639038086
1695683670.949927,49,13.096949577331543
1695683674.2183836,50,13.238205909729004
1695683677.5462341,51,15.330577850341797
1695683680.8095195,52,15.047188758850098
1695683684.0916266,53,13.678584098815918
1695683687.320139,54,16.682109832763672
1695683690.5502453,55,16.6741943359375
1695683693.874838,56,17.889156341552734
1695683697.1097672,57,13.42887020111084
1695683700.4282625,58,14.303116798400879
1695683703.8351216,59,16.613264083862305
1695683707.1083431,60,15.016432762145996
1695683710.3653734,61,13.264841079711914
1695683713.6439173,62,15.062335968017578
1695683716.9876468,63,16.446884155273438
1695683720.3212304,64,14.585905075073242
1695683723.6502664,65,11.399763107299805
1695683726.946935,66,12.957806587219238
1695683730.2520497,67,16.29747200012207
1695683733.5422719,68,12.558177947998047
1695683736.9038134,69,14.711397171020508
1695683740.3068273,70,14.28256893157959
1695683743.5903277,71,13.59570026397705
1695683746.850551,72,13.44084358215332
1695683750.1392593,73,13.839621543884277
1695683753.412254,74,11.869612693786621
1695683756.6647787,75,12.687336921691895
1695683759.914376,76,11.119267463684082
1695683763.4846132,77,11.87614631652832
1695683766.9510374,78,15.061058044433594
1695683770.24249,79,17.150903701782227
1695683773.5018742,80,15.610099792480469
1695683777.0129929,81,15.563562393188477
1695683780.3051848,82,14.435739517211914
1695683783.7367923,83,12.483426094055176
1695683787.0108392,84,15.500892639160156
1695683790.2479851,85,14.494159698486328
1695683793.501558,86,32.84516906738281
1695683796.748686,87,18.181856155395508
1695683800.0519419,88,22.026649475097656
1695683803.3179567,89,17.831127166748047
1695683806.5793607,90,15.213662147521973
1695683809.8535502,91,16.370105743408203
1695683813.105861,92,16.02235221862793
1695683816.3559587,93,19.32806968688965
1695683819.6129158,94,23.059558868408203
1695683822.8588738,95,15.833274841308594
1695683826.1347597,96,14.060023307800293
1695683829.3918958,97,15.42652702331543
1695683832.672956,98,20.966846466064453
1695683835.9527404,99,17.580501556396484
