Wall time,Step,Value
1695701271.504062,0,11.69444465637207
1695701274.1984155,1,16.559999465942383
1695701276.8928857,2,27.133333206176758
1695701279.5186257,3,36.25
1695701282.154336,4,35.5
1695701284.801884,5,41.83333206176758
1695701287.7511008,6,62.0
1695701290.390367,7,47.0
1695701292.977116,8,61.28571319580078
1695701295.6762433,9,47.88888931274414
1695701298.3011081,10,47.599998474121094
1695701300.944454,11,66.83333587646484
1695701303.5623314,12,64.28571319580078
1695701306.187132,13,62.0
1695701308.8038883,14,89.33333587646484
1695701311.4492419,15,58.0
1695701314.22147,16,71.0
1695701316.9031544,17,73.83333587646484
1695701319.5635297,18,82.0
1695701322.2763515,19,80.66666412353516
1695701324.919103,20,107.0
1695701327.9248013,21,138.0
1695701331.5136275,22,134.6666717529297
1695701335.0401177,23,107.5
1695701339.7087882,24,99.0
1695701343.0473483,25,148.0
1695701346.4383404,26,98.80000305175781
1695701351.2073436,27,117.75
1695701355.341717,28,120.25
1695701358.9052026,29,153.5
1695701363.167273,30,129.25
1695701365.9313784,31,106.5
1695701369.423319,32,138.0
1695701372.5643198,33,141.75
1695701375.8473306,34,146.6666717529297
1695701379.0553358,35,155.6666717529297
1695701381.8126261,36,210.6666717529297
1695701384.69352,37,158.75
1695701387.4077935,38,179.6666717529297
1695701390.1829715,39,232.5
1695701392.9340205,40,257.0
1695701395.7000968,41,188.6666717529297
1695701398.4432294,42,188.6666717529297
1695701401.046064,43,410.0
1695701403.7654197,44,293.0
1695701406.4278886,45,167.6666717529297
1695701409.877821,46,323.0
1695701413.018624,47,428.0
1695701415.798796,48,315.0
1695701418.6400821,49,220.3333282470703
1695701421.9887283,50,533.0
1695701426.248428,51,497.0
1695701429.614972,52,461.0
1695701432.7291389,53,419.0
1695701435.7563655,54,548.0
1695701439.2592313,55,1000.0
1695701442.8584688,56,650.5
1695701446.469416,57,468.0
1695701449.5945654,58,600.0
1695701452.495208,59,709.0
1695701455.9003992,60,595.0
1695701459.4629781,61,1000.0
1695701463.2077234,62,1000.0
1695701467.0248005,63,1000.0
1695701470.229795,64,668.0
1695701473.55401,65,554.5
1695701477.1582654,66,668.5
1695701480.1349645,67,1000.0
1695701483.2115915,68,1000.0
1695701486.238219,69,476.0
1695701489.3382864,70,1000.0
1695701492.428121,71,1000.0
1695701495.450894,72,1000.0
1695701498.526634,73,1000.0
1695701501.2412333,74,404.0
1695701504.175878,75,339.0
1695701507.1098182,76,480.0
1695701510.0845428,77,1000.0
1695701513.1621764,78,1000.0
1695701516.3986518,79,1000.0
1695701520.1972299,80,1000.0
1695701523.0596337,81,1000.0
1695701525.9248722,82,1000.0
1695701528.79674,83,1000.0
1695701531.696992,84,1000.0
1695701534.5390687,85,1000.0
1695701537.4602423,86,1000.0
1695701540.3295574,87,1000.0
1695701543.2061195,88,1000.0
1695701546.0326471,89,1000.0
1695701548.898219,90,1000.0
1695701551.7399306,91,1000.0
1695701554.7222693,92,1000.0
1695701557.629816,93,1000.0
1695701560.4909394,94,1000.0
1695701563.3356123,95,1000.0
1695701566.5769475,96,1000.0
1695701569.5598676,97,455.0
1695701572.548081,98,1000.0
1695701575.4383004,99,1000.0
